sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B000E3K774,smart_switch,Electronics,Computers,NETGEAR ProSafe FS728TS 24-Port 1U Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Product Description NETGEAR ProSafe FS728TS Smart Switch - switch - 24 portsDevice Type Switch - sta Form Factor External - 1 U NOTE: THIS PRODUCT CANNOT BE SHIPPED TO MASSACHUSETTS OR DISTRICT OF COLUMBIA (WASHINGTON, D.C.) Dimensions (WxDxH) 17.3 in x 8.1 in x 1.7 in Weight 5.7 lbs Localization North America RAM 128 KB Ports Qty 24 x Ethernet 10Base-T, Ethernet 100Base-TX Data Transfer Rate 100 Mbps Data Link Proto… | description: NETGEAR expands its line of award-winning ProSafe Smart Switches with a suite of 10/100 Stackable Smart Switches. The ProSafe Stackable Smart Switches adds the flexibility of",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c6d215cd41bf2c03e095d7731b3955e17eeb0e538c500007131287d67c2981ab
recovery_candidate,B09QYJCGW9,smart_switch,Home_and_Kitchen,Industrial & Scientific,VIVOHOME 4L Brushed 304 Stainless Steel Water Distiller Countertop Distilled Water Machine with an Extra Smart Switch Purifier Filter for Home Office,Home & Kitchen Kitchen & Dining Water Coolers & Filters Pitcher Water Filters,"categories: Home & Kitchen Kitchen & Dining Water Coolers & Filters Pitcher Water Filters | features: …plastic materials, which is durable and leak-resistant; The interior components are of the highest quality; Designed with an extra waterproof ON/OFF smart switch on the shell of this electric water distiller so that you can leave for a while during distillation, which is safer and more convenient REMOVE HARMFUL IMPURITIES - It effectively removes VOC and other harmful impurities from your water; If you are trying to … | details: Item Weight 12.1 Pounds Brand VIVOHOME Color Red Country of Origin China Date First Available September 22, 2021 Item model number VH585-RE Manufacturer VIVOHOME Ma",smart_switch:required_target_context_absent,required_target_context_absent,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c6edc3c318bb80a64a0ae96472d305106cf2751e7647fb1e5b340a6fe5c6fa3e
recovery_candidate,B003CFATWO,smart_switch,Electronics,All Electronics,"TP-LINK TL-SL2428WEB 24+4G Gigabit-Uplink Web Smart Switch, 24 10/100M ports, 2 10/100/1000M ports, 2 SFP expansion slots",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 24+4G Gigabit-Uplink Web Smart Switch. Quick and easy setup with Web-based management. Supports Port-Based VLAN and IEEE 802.1Q Tag VLAN. Supports Static MAC address and filtering MAC address management Rack-mountable steel case. | description: The TP-LINK TL-SL2428WEB is a web smart switch with 24 10/100Mbps ports, 2 10/100/1000Mbps Port, and 2 Gigabit SFP Slots supporting Mini GBIC modules. It integrates advanced management and security functions that provide performance and scalability. It delivers maximum throughput where you need it to high-performance workgroups at the edge of the network. What’s m",smart_switch:required_target_context_absent,required_target_context_absent,title|features|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c72937c31922aa5c2733834e569abc5a85be0281ef121aec6356166eaa06ac25
recovery_candidate,B000UPTCSQ,smart_switch,Electronics,All Electronics,Linksys SLM248G 48-port 10/100 + 2-port 10/100/1000 Gigabit Smart Switch with 2 Combo SFPs,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: …ons like Link Aggregation, Spanning Tree and Portfast 802.1X port authentication and MAC-based filtering brings network security down to the switch port level Basic QoS enables the network to be used for networked applications including voice, video and data storage | description: …The SLM248G offers fourty eight (48) 10/100 Copper ports with two (2) shared Gigabit copper or optical (SFP) uplink interfaces for connecting the switch to the core network. The simplified user interface is an intuitive management tool enabling you to quickly utilize the comprehensive feature-set of the switch, resulting in a",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c984ee21762d03f7c0b58ffc49236996ad63a3ddd49c548172f205552eded639
recovery_candidate,B08JGB7HVV,smart_switch,Home_and_Kitchen,Amazon Home,"Acrylic Floating Wall Shelves Set of 2, Small Wall Display Shelf for Switch Smart Speaker Action Figures with Cable Clips, Damage-Free Acrylic Display Organizer Ledge Stick-On Shelf, White 9 Inch…",,"details: Age Range (Description) Adult Batteries required No Brand FOREVERL Furniture Finish white Installation Type Wall Mount Item Weight 6.6 pounds Material Acrylic Maximum recommended load 3 Kilograms Mounting Type Wall Mount Number of Items 2 Number of Shelves 2 Product Care Instructions Wipe with Dry Cloth Product Dimensions 9""D x 3.7""W x 2.4""H Room Type Bathroom, Kitchen, Bedroom Shape Rectangular Shelf Type Floating …",smart_switch:approved_identity_phrase_absent,approved_identity_phrase_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,c9d1f9b7e55ea806d1c56d37d985fdd28e797906fc9086f7c1bd86b350cf0b5b
recovery_candidate,B08CZ6HFZF,smart_switch,Electronics,Cell Phones & Accessories,4G Wired GPS Tracker for Vehicles with 1 Year Subscription No Monthly Fee Real Time Hidden Hardwired Car Tracking Device Remote Engine Kill Switch for Truck Trailer Motorcycle Fleet Location Locator,"Electronics GPS, Finders & Accessories GPS Trackers","categories: Electronics GPS, Finders & Accessories GPS Trackers | features: … ReiWour Hardwired GPS tracker for vehicles keeps 180 days tracking history, playback car track from any computer, tablet or phone by Android and IOS APP. Remote kill switch(Optional) - When our phone receive an abnormal alarm, we can send ignition kill command from our phone. Additional Relay is Required, You can choose whether to install the relay according to your own needs. Fleet management - fleet GPS tracker is… | details: Best Sellers Rank Electronics 126856 GPS Trackers 337 Brand Reiwour Connectivity Technology Cellular, Wi-Fi Connectivity technologies Cellular, Wi-Fi Date First Available May 14, 2020 Includ",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ca1fa3d4f0044be40b90c00723b0d9c194dcadc9dc56538f2677c136a1d39910
recovery_candidate,B0141JZKLY,smart_switch,Electronics,,"TP-LINK 16-Port Gigabit Easy Smart Switch/Manageable - 16 x RJ-45-10/100/1000Base-T - Desktop, Rack-mountable/TL-(Renewed).",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: This Certified Refurbished product is tested & certified by TP-LINK to look and work like-new. The product includes all original accessories, and is backed by a 90-Days warranty MPN: TL-SG1016DE | description: Brand Name: TP-LINK Product Model: TL-SG1016DE Product Name: 16-Port Gigabit Easy Smart Switch Marketing Information: What This Product Does The TL-SG1016DE 16-Port Gigabit Easy Smart switch is an ideal upgrade from an unmanaged switch, designed for Small and Medium Business networks that require simple network management. Network administrators can effectively monitor traffic via Port Mirroring, L",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,caa834e6770b22c268df17e4261f44c5e203e4d154709995755cee3c58457f5f
recovery_candidate,B09P59S8X5,smart_switch,Electronics,Computers,"Switch Console for Gaming Animal Crossing: Horizons Edition with Green and Blue Joy-Con - 32GB Internal Storage, 802.11AC WiFi, Bluetooth 4.1, 6.2"" Touchscreen LCD Display - Oubpps Carrying_Case",,"features: Get the gaming system that lets you play the games you want, wherever you are, however you like. Includes the Switch console and Switch dock in black, with contrasting left and right Joy‑Con controllers—one red, one blue. Also includes all the extras you need to get started. This model includes battery life of approximately 4.5 - 9 hours(The battery life will depend on the games you play. For instance, the battery wi… | description: …hich is reserved for use by the system. Users can easily expand storage space using microSDHC or microSDXC cards up to 2TB (sold separately).WirelessWi-Fi (IEEE 802.11 a/b/g/n/ac)Bluetooth 4.1Video outputUp to 1080p via HDMI in TV modeUp to 720p via bu",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,cc3290d05518c32e874ef42f9e32a162cfbd17fb5d576a63cec7f1eb1e190d7b
recovery_candidate,B00KJ2ZXG0,smart_switch,Electronics,Home Audio & Theater,ALEKO LM181 Universal WiFi Remote Control Switch Five Channel Transmitter,Electronics Television & Video Accessories Remote Controls,"categories: Electronics Television & Video Accessories Remote Controls | features: Open your gates and operate electronic devices using your Wi-Fi Easy programming in minutes with your phone or PC Integrated five 10A rated normal open relays on board for a wide rage Out contact quantity: 5 channels | description: ALEKO LM181 universal WIFI remote control switch five channel remote control transmitter linked to the mobile phone or PC software, easy programming in minutes. Open your gates and operate electronic devices using your Wi-Fi. Integrated five 10A rated normal open relays on board for a wide rage of applications such as smart home system, home automation by WIFI/internet. Compatible w",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|description|details,switch,smart home|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,cd858ff2a385f04ef699f32b1b21e4e9e34f297fdec742498a1c559ee5c72344
recovery_candidate,B006V38C1O,smart_switch,Electronics,Computers,Netgear GS110T ProSafe 8-Port Gigabit Smart Switch with 2 Dedicated Gigabit SFP Ports,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: …complete package of features for the observation, configuration, and control of the network. With a Web-based Graphical User Interface (GUI), the switch's many capabilities can be viewed and used in a simple and intuitive manner. Features include configuration for port and switch information, | description: The GS110T Smart Switch also provides the benefit of administrative management with a complete package of features for the observation, configuration, and control of the network. With a Web-based Graphical User Interface (GUI), the switch's many capabilities can be viewed and used in a simple and int",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,cdaf28708d094100f6a4d8f267fb4e9f21b38d6b489260c1921ed998837e8113
recovery_candidate,B09N8NZJ7D,smart_switch,Home_and_Kitchen,Amazon Home,"Topmart Cat Pet Water Fountain, 51oz/1.5L, Automatic Cat Water Dispenser with Quiet Pump, Cat Drinking Fountains for Dogs Pets,LED Light & USB Port,Smart Switch",,"features: …rent water flow settings: a gentle fountain and a high-speed fountain that attracts small pets to drink the water. You can control it by smart switch. Each mode can meet the needs of different pets. The tilt design protects your pet's spine and prevents your pet from getting its fur wet. High Quality Material&Filtration System: Cat water dispenser is made of ABS friendly material and BPA-free material. Contains multi… | details: Brand Topmart Capacity 1.5 Liters Color White Country of Origin China Date First Available December 8, 2021 Item Weight 1.02 pounds Item model number 1010 Manufacturer Topmart Material Acrylonitrile Butadiene Styrene (ABS) Package Dimensions 6.69 x 6.02 x ",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ce573ee58669fb609856355b95c15bd092ebbe5b0e3b34612b19e2e02416e360
